feature,logFC,AveExpr,t,P.Value,adj.P.Val,B,adjP_fmt,P_fmt
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis,-0.608374784757373,-4.83906166757961,-0.99134611121053,0.322010399651319,0.544614273328023,-6.11294256994938,5.45e-01,3.22e-01
PWY-5392: reductive TCA cycle II,2.3865301811044,-2.0871499488205,0.990348547126797,0.322497079500124,0.544614273328023,-4.99436834356977,5.45e-01,3.22e-01
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",-4.0897593070098,7.41152378474318,-0.974648983466933,0.330219751957867,0.555113824924891,-5.31399381952943,5.55e-01,3.30e-01
PWY-6630: superpathway of L-tyrosine biosynthesis,3.19118915296617,-3.09781785049671,0.972328433694071,0.33137134306519,0.555113824924891,-5.00290414259693,5.55e-01,3.31e-01
THREOCAT-PWY: superpathway of L-threonine metabolism,2.54420160071605,-2.00675309267235,0.971104381983656,0.33197983647469,0.555113824924891,-5.01444271461687,5.55e-01,3.32e-01
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",1.12158892859779,2.73183459577426,0.967091403761297,0.333979820777978,0.556378873245909,-5.47418278172808,5.56e-01,3.34e-01
PWY-5695: inosine 5'-phosphate degradation,0.15549612843717,8.757120734105,0.965213774593526,0.334918262914694,0.556378873245909,-7.66967555982403,5.56e-01,3.35e-01
PWY-622: starch biosynthesis,1.73742292252775,1.91108733101935,0.957372796359223,0.33885559419735,0.561092055326781,-5.57789349547228,5.61e-01,3.39e-01
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I,1.02450562895191,3.63359082926608,0.949404957424014,0.34288702490294,0.565930041101939,-5.75950513850095,5.66e-01,3.43e-01
PWY-7199: pyrimidine deoxyribonucleosides salvage,0.186314109211008,8.38032912450647,0.940556605673315,0.347399841922479,0.571528772195046,-7.38472105364215,5.72e-01,3.47e-01
PWY66-409: superpathway of purine nucleotide salvage,0.536314432007672,6.44181430922557,0.932988261703655,0.351289765746248,0.575470650172477,-6.56014061213767,5.75e-01,3.51e-01
PENTOSE-P-PWY: pentose phosphate pathway,-0.251884559233783,7.52633338693861,-0.929031936310596,0.353334185405978,0.575470650172477,-6.68261028019067,5.75e-01,3.53e-01
P441-PWY: superpathway of N-acetylneuraminate degradation,0.334458946988499,6.45757215001378,0.927903497923608,0.353918683070909,0.575470650172477,-6.44654872470502,5.75e-01,3.54e-01
ORNDEG-PWY: superpathway of ornithine degradation,2.29453934502973,-0.85710522070329,0.927149870884811,0.354309380694427,0.575470650172477,-5.10575719886303,5.75e-01,3.54e-01
PWY-1541: superpathway of taurine degradation,1.46481288913635,-4.31573950652007,0.9208830034615,0.357568846588547,0.57892098971479,-5.52804953152934,5.79e-01,3.58e-01
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,0.383591798404804,6.8740327361724,0.915470472064189,0.360399151004314,0.581656857633545,-6.71195985795679,5.82e-01,3.60e-01
LIPASYN-PWY: phospholipases,1.02092321701883,-4.94628184304814,0.908809704284855,0.363901480644875,0.58545664078513,-5.41397253628264,5.85e-01,3.64e-01
PWY0-1296: purine ribonucleosides degradation,0.250030708696518,8.33890599222118,0.888247741607596,0.374847335960693,0.601170255786017,-7.44928056413139,6.01e-01,3.75e-01
P42-PWY: incomplete reductive TCA cycle,0.599311709690957,5.12897814752146,0.874703865785398,0.382167536543529,0.610235000963723,-6.23932654257154,6.10e-01,3.82e-01
FERMENTATION-PWY: mixed acid fermentation,0.568091627417912,5.75471740824496,0.873371178497358,0.382892549624297,0.610235000963723,-6.48308714447149,6.10e-01,3.83e-01
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),2.03382077656534,-0.0575349908785035,0.865503526647218,0.387189940923422,0.615161588383007,-5.18339913777278,6.15e-01,3.87e-01
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,-0.434056903943408,5.96791002110583,-0.862613982996568,0.388775618650888,0.615762625813519,-6.00439214048386,6.16e-01,3.89e-01
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),1.81011611956562,-0.683101712544668,0.858671061175006,0.390945739405374,0.617282746429538,-5.14898160775554,6.17e-01,3.91e-01
PWY-7196: superpathway of pyrimidine ribonucleosides salvage,1.98392429559758,-0.903628896765116,0.848361594109323,0.396654679692573,0.624363847664235,-5.16435055963751,6.24e-01,3.97e-01
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes),-0.301102710931761,7.58897921850063,-0.84281986760971,0.399744196809045,0.627290893454194,-6.66577470818434,6.27e-01,4.00e-01
PWY-922: mevalonate pathway I (eukaryotes and bacteria),1.74485256019133,-0.859239605417002,0.836115292346837,0.403501346857987,0.631244438336115,-5.15044931694278,6.31e-01,4.04e-01
PWY-5920: superpathway of heme b biosynthesis from glycine,1.88925615571819,-0.956544229888925,0.832610672153109,0.405473701010314,0.632390175887645,-5.1389323646306,6.32e-01,4.05e-01
PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction),1.85448477230306,-1.93057150911576,0.827807664041513,0.408186137469874,0.634679664968402,-5.1100654135874,6.35e-01,4.08e-01
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.532408413599149,5.67264057433342,0.821942684147517,0.411512970283334,0.637907643904256,-6.49055957846969,6.38e-01,4.12e-01
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,-0.206621618557831,7.49105882353038,-0.809469187364114,0.418641839523283,0.64699193380871,-6.76197541131019,6.47e-01,4.19e-01
PWY-5659: GDP-mannose biosynthesis,-0.24121147452996,7.10380001100053,-0.803839680638448,0.421882955063088,0.650031139221072,-6.55467204167536,6.50e-01,4.22e-01
PWY-5913: partial TCA cycle (obligate autotrophs),0.526652462179717,5.70247492523943,0.795561182281563,0.426675905384835,0.651560812309586,-6.6183298654341,6.52e-01,4.27e-01
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis,0.348432384445135,6.79511319065994,0.794866807911591,0.427079365343815,0.651560812309586,-6.7498126146508,6.52e-01,4.27e-01
PWY1G-0: mycothiol biosynthesis,2.47340134554741,-3.68754142320821,0.791032386424209,0.429311333624787,0.651560812309586,-5.10027447310371,6.52e-01,4.29e-01
PWY-6737: starch degradation V,0.235169251405564,9.28449842394437,0.790862922648452,0.429410133004761,0.651560812309586,-8.10391941551431,6.52e-01,4.29e-01
UNMAPPED,0.227405447749498,17.462938584932,0.787849561751364,0.431169169931592,0.651560812309586,-5.95458852815487,6.52e-01,4.31e-01
PWY-5667: CDP-diacylglycerol biosynthesis I,0.184993305420055,8.65939324626756,0.784037849978215,0.433400234135219,0.651560812309586,-7.68627857919512,6.52e-01,4.33e-01
PWY0-1319: CDP-diacylglycerol biosynthesis II,0.184993059511066,8.65941746345364,0.783975151622027,0.433436988523911,0.651560812309586,-7.68632863148989,6.52e-01,4.33e-01
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",1.92596340617173,-1.32784276193207,0.782377981339605,0.434373874873058,0.651560812309586,-5.15552530870562,6.52e-01,4.34e-01
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation,1.92596340617173,-1.32784276193207,0.782377981339605,0.434373874873058,0.651560812309586,-5.15552530870562,6.52e-01,4.34e-01
PWY-7268: cytosolic NADPH production (yeast),2.5902183774371,-4.08171534871907,0.778145665698253,0.43686218190925,0.653371591711781,-5.18377348164304,6.53e-01,4.37e-01
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),0.320090841928906,6.90622988859847,0.764282559929261,0.445070153407809,0.662145152259827,-6.81126420253541,6.62e-01,4.45e-01
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),1.45329011410503,-4.84058965849612,0.763854364280149,0.445325072990432,0.662145152259827,-5.33842815688559,6.62e-01,4.45e-01
P122-PWY: heterolactic fermentation,1.77825042390674,-0.856129722122511,0.761367488241884,0.446807245144911,0.662417718092747,-5.18673139040288,6.62e-01,4.47e-01
PWY-6969: TCA cycle V (2-oxoglutarate synthase),0.525518138888319,5.56098037428106,0.757268565910988,0.449256327042764,0.664118048671911,-6.51656274821117,6.64e-01,4.49e-01
CRNFORCAT-PWY: creatinine degradation I,2.33915268656798,-3.89134835119906,0.741771777326029,0.458584284928886,0.675685274333445,-5.18964703133517,6.76e-01,4.59e-01
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),0.171735568519956,9.32027574121471,0.737695582566238,0.461055834251057,0.675685274333445,-8.2966617701101,6.76e-01,4.61e-01
VALSYN-PWY: L-valine biosynthesis,0.171735568519956,9.32027574121471,0.737695582566238,0.461055834251057,0.675685274333445,-8.2966617701101,6.76e-01,4.61e-01
PWY66-399: gluconeogenesis III,0.252325414316871,6.84962220267956,0.73506688592927,0.462653663929579,0.676084150728039,-6.80821900619311,6.76e-01,4.63e-01
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,1.95117982637666,-1.8894309035673,0.72726846877887,0.467412042902986,0.681086119658636,-5.16394158860091,6.81e-01,4.67e-01
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway),2.17163611085788,-3.01510173710076,0.722880447236559,0.470101411412807,0.683053332822027,-5.13725295788397,6.83e-01,4.70e-01
PWY-4041: &gamma;-glutamyl cycle,0.347948213849674,6.34484885891601,0.712999258626128,0.4761887558348,0.689932572374284,-6.59137805947801,6.90e-01,4.76e-01
GLUCARDEG-PWY: D-glucarate degradation I,0.781603728823317,2.80183708982573,0.710110250069668,0.477976693157202,0.690561228074145,-5.56585908779432,6.91e-01,4.78e-01
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,-1.15777808785014,-2.44665733794921,-0.704348925867207,0.481553203071475,0.69376308917077,-5.46112692311236,6.94e-01,4.82e-01
PWY-6145: superpathway of CMP-sialic acids biosynthesis,2.10624560336608,-3.25651428033169,0.698108873850956,0.485443318087067,0.697397442885645,-5.15274804473253,6.97e-01,4.85e-01
PWY0-1338: polymyxin resistance,1.76459882943645,-1.64987368449415,0.694121596439397,0.487937936731608,0.697506367186372,-5.18670610907726,6.98e-01,4.88e-01
PWY-7111: pyruvate fermentation to isobutanol (engineered),0.164438146905623,9.32366503672725,0.693044341194262,0.488613104091484,0.697506367186372,-8.32732075161031,6.98e-01,4.89e-01
PWY-5101: L-isoleucine biosynthesis II,-1.48476968053341,-1.11824293291888,-0.691435922167703,0.489622116573963,0.697506367186372,-5.30574716056808,6.98e-01,4.90e-01
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,0.344096328134396,6.0101467556076,0.683866783691468,0.494385545941379,0.70233044130948,-6.46384241478824,7.02e-01,4.94e-01
PWY-6305: superpathway of putrescine biosynthesis,-0.365369190946846,6.93118936257501,-0.674809573295754,0.500117963993852,0.70850044899129,-6.4994577708309,7.09e-01,5.00e-01
GALACTARDEG-PWY: D-galactarate degradation I,0.677159828000853,3.45235241365522,0.669538495333516,0.503470305264086,0.709308993604099,-5.71366035533004,7.09e-01,5.03e-01
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,0.677159828000853,3.45235241365522,0.669538495333516,0.503470305264086,0.709308993604099,-5.71366035533004,7.09e-01,5.03e-01
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),-0.23647725292483,7.32613500385888,-0.66079946786143,0.509054338302027,0.71248811375944,-6.76730960209218,7.12e-01,5.09e-01
PWY-7031: protein N-glycosylation (bacterial),1.59665144584763,-3.73380725707795,0.660719623901774,0.509105506337807,0.71248811375944,-5.37532244677672,7.12e-01,5.09e-01
CITRULBIO-PWY: L-citrulline biosynthesis,0.280076429226809,7.05839558455909,0.657470461203423,0.511190024270915,0.71248811375944,-6.83596502246408,7.12e-01,5.11e-01
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate),0.103898236683607,8.30931050859666,0.657275882137924,0.511314999286187,0.71248811375944,-7.54816220482696,7.12e-01,5.11e-01
"PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I",1.96241054531642,-3.14713522734293,0.642376550990415,0.520931926031962,0.722761995539767,-5.20598054665716,7.23e-01,5.21e-01
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),0.110215691808469,8.71751081241192,0.639319625569416,0.522916539264704,0.722761995539767,-7.84849312985394,7.23e-01,5.23e-01
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,0.726109578752475,3.39686881488084,0.638939375373641,0.523163676870101,0.722761995539767,-5.79625475800405,7.23e-01,5.23e-01
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,-1.20365644754209,-2.18274171406718,-0.637105003916321,0.524356741862184,0.722761995539767,-5.43042538599835,7.23e-01,5.24e-01
PWY-4984: urea cycle,0.272888563368308,6.83798399208409,0.626950578583674,0.530986326191858,0.729927294765087,-6.74656846310681,7.30e-01,5.31e-01
PWY-7446: sulfoquinovose degradation I,-0.965242395167521,-3.01896510475758,-0.615257612009777,0.538672876361039,0.738503136946586,-5.69237333992008,7.39e-01,5.39e-01
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway,-0.262350313413231,6.66362392601467,-0.606750980313282,0.544299796175999,0.743084850383983,-6.55571893516248,7.43e-01,5.44e-01
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,-1.28042329005015,-1.76510563897372,-0.60580266997984,0.544928890281587,0.743084850383983,-5.39662374146644,7.43e-01,5.45e-01
ANAEROFRUCAT-PWY: homolactic fermentation,0.113294628220504,8.24592974231501,0.596252319444885,0.551284560908814,0.749747002835986,-7.56865365283177,7.50e-01,5.51e-01
ECASYN-PWY: enterobacterial common antigen biosynthesis,1.47799240836935,-1.73480377041083,0.589885741817846,0.555541672240739,0.753527268198875,-5.22287591104747,7.54e-01,5.56e-01
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.618483418791252,3.32245334412436,0.58301071498864,0.560156774582422,0.757771764023966,-5.71310018961035,7.58e-01,5.60e-01
PWY-7003: glycerol degradation to butanol,0.511086530337611,4.20476470567361,0.579506019648042,0.562516575533792,0.758950935244005,-5.83709605023728,7.59e-01,5.63e-01
"PWY-7013: (S)-propane-1,2-diol degradation",0.434230790614876,4.8464147503015,0.565682696736693,0.571870829991171,0.768730129141238,-6.06051884221335,7.69e-01,5.72e-01
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),-0.276355533449504,5.73739347180985,-0.560376520069287,0.575481122076768,0.768730129141238,-6.14517219406471,7.69e-01,5.75e-01
PWY-7094: fatty acid salvage,-1.13074737236222,-1.92488127879706,-0.560273823977771,0.575551102332985,0.768730129141238,-5.42492241891463,7.69e-01,5.76e-01
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,0.899167180913504,3.42727316330517,0.559917505549049,0.575793939866574,0.768730129141238,-5.76399142377862,7.69e-01,5.76e-01
PWY-7663: gondoate biosynthesis (anaerobic),-0.159585317525919,8.1294000245137,-0.551045681231809,0.581855840289619,0.771087429047575,-7.37243864298029,7.71e-01,5.82e-01
UNINTEGRATED,-0.0645781374180651,19.5339813562478,-0.551017769231544,0.581874958997356,0.771087429047575,-5.7136645402477,7.71e-01,5.82e-01
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative),0.939315182107227,-4.74806681467872,0.550695953855376,0.58209541212415,0.771087429047575,-5.60904032313025,7.71e-01,5.82e-01
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,-1.33897198746052,-1.26374047659538,-0.546289380069133,0.585117975862396,0.773083335983995,-5.3758211243296,7.73e-01,5.85e-01
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),1.28225999832845,-0.571086331762515,0.531284101006991,0.595464887575985,0.784721169673779,-5.30082246847486,7.85e-01,5.95e-01
PWY-6562: norspermidine biosynthesis,-0.794523048716446,-2.72311333980412,-0.527911097960208,0.597802223466938,0.785770963835408,-5.73469453568499,7.86e-01,5.98e-01
"PWY-7456: &beta;-(1,4)-mannan degradation",-0.310685960961129,6.35976232048369,-0.518220288378914,0.604540652721254,0.792585431588277,-6.37747306109023,7.93e-01,6.05e-01
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus),1.21048981666537,-4.35314987202189,0.509879788689757,0.610367376549516,0.795483556636929,-5.45085774746665,7.95e-01,6.10e-01
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate,1.34182211357784,-2.08244554680151,0.5046277507059,0.6140492622454,0.795483556636929,-5.25619977285855,7.95e-01,6.14e-01
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate,1.34182211357784,-2.08244554680151,0.5046277507059,0.6140492622454,0.795483556636929,-5.25619977285855,7.95e-01,6.14e-01
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.31544092300942,-3.94296746828572,0.504523947866204,0.614122130997389,0.795483556636929,-5.34298380058557,7.95e-01,6.14e-01
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.354813490200047,5.88715369167879,0.503914491090092,0.614550041794019,0.795483556636929,-6.73670237127932,7.95e-01,6.15e-01
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,-0.182793087430263,6.68034051692237,-0.49476044123381,0.620993038999857,0.801788480733993,-6.61688529735223,8.02e-01,6.21e-01
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli),0.22789300355932,6.23450432443103,0.492374907189897,0.622676904051692,0.801932376430209,-6.70555178774374,8.02e-01,6.23e-01
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",-1.21421154731526,-1.23003826897505,-0.484707248556146,0.628102623831108,0.805004106977934,-5.38868470694526,8.05e-01,6.28e-01
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,-1.01828360158946,3.51437567739771,-0.484543252226602,0.628218891327878,0.805004106977934,-5.79787891749802,8.05e-01,6.28e-01
PWY0-1061: superpathway of L-alanine biosynthesis,-0.983511411405237,-1.88475770929773,-0.470301465759085,0.638350839022576,0.815937162660436,-5.43473334267077,8.16e-01,6.38e-01
7ALPHADEHYDROX-PWY,-0.590238210166588,-2.74035742879584,-0.45646615865586,0.648258929575378,0.826530135208607,-5.88525005047485,8.27e-01,6.48e-01
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.292525196120011,5.10160378847144,0.444378629526889,0.656966869805153,0.830290923427679,-6.21443737359539,8.30e-01,6.57e-01
RHAMCAT-PWY: L-rhamnose degradation I,-0.12598666433229,7.18467047430901,-0.442783817240529,0.658119313766755,0.830290923427679,-6.83905758913271,8.30e-01,6.58e-01
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis,1.12643555982511,0.275787699995666,0.442389596386985,0.65840431160311,0.830290923427679,-5.40502537855427,8.30e-01,6.58e-01
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),0.186221449466915,7.48309318003887,0.44162021004811,0.658960674776004,0.830290923427679,-7.14734184993475,8.30e-01,6.59e-01
PWY-6876: isopropanol biosynthesis (engineered),-0.888467021081753,0.0404456811900907,-0.439820548623894,0.660262795649703,0.830290923427679,-5.27524027736397,8.30e-01,6.60e-01
PWY-6168: flavin biosynthesis III (fungi),0.123600972948389,8.01712265841238,0.436773284168913,0.662469956073765,0.830290923427679,-7.46307016405118,8.30e-01,6.62e-01
PWY-6608: guanosine nucleotides degradation III,-0.189444689971914,6.92076496571336,-0.436587361014894,0.662604717323657,0.830290923427679,-6.68645222169187,8.30e-01,6.63e-01
CENTFERM-PWY: pyruvate fermentation to butanoate,0.28394727989676,4.79273798947732,0.427816022638364,0.668974765311002,0.835299344391704,-6.11214091351167,8.35e-01,6.69e-01
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,1.272250909958,-3.88574629280835,0.424337578566728,0.67150759651178,0.835299344391704,-5.49933345217918,8.35e-01,6.72e-01
"PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)",1.06156885396891,-1.57301745940167,0.424327200102574,0.67151515921686,0.835299344391704,-5.29350985507461,8.35e-01,6.72e-01
ARGORNPROST-PWY,-0.869816279104307,1.14880275635796,-0.412636018213634,0.680055457576293,0.842005171093411,-5.34209895179957,8.42e-01,6.80e-01
PWY-5384: sucrose degradation IV (sucrose phosphorylase),0.37181440013109,4.99911190160355,0.412427578600463,0.680208099000952,0.842005171093411,-6.31864039707417,8.42e-01,6.80e-01
PWY-5104: L-isoleucine biosynthesis IV,-0.195134694579325,6.63424409656202,-0.402043408043142,0.687829007520817,0.849377224783575,-6.61174913281978,8.49e-01,6.88e-01
PWY-6901: superpathway of glucose and xylose degradation,-0.114024149323543,7.38680211308476,-0.390154270386084,0.696593581574375,0.858122528026404,-7.00764253560071,8.58e-01,6.97e-01
PWY-5705: allantoin degradation to glyoxylate III,-0.677151302277646,-2.88292791306472,-0.371481696544823,0.710440842418956,0.873071878635343,-5.61509129045148,8.73e-01,7.10e-01
PWY-6572: chondroitin sulfate degradation I (bacterial),0.698564823213655,1.32707162871433,0.36180765371746,0.717653181916466,0.879000353071397,-5.48603397027325,8.79e-01,7.18e-01
PWY-2941: L-lysine biosynthesis II,0.131276761401533,7.26058164016135,0.360390242989455,0.718712053393672,0.879000353071397,-7.03187539250271,8.79e-01,7.19e-01
TEICHOICACID-PWY: poly(glycerol phosphate) wall teichoic acid biosynthesis,-0.181911702643408,5.87202620776649,-0.354574303506749,0.723062484154576,0.880502735073182,-6.25299053713959,8.81e-01,7.23e-01
"PWY-6396: superpathway of 2,3-butanediol biosynthesis",0.914243808771509,-3.00941687399017,0.354132376035946,0.723393423520908,0.880502735073182,-5.44260884593375,8.81e-01,7.23e-01
FUCCAT-PWY: fucose degradation,-0.181031765505088,5.58146428148362,-0.350166078980755,0.72636591882173,0.882015758569244,-6.2419911305893,8.82e-01,7.26e-01
PWY-5030: L-histidine degradation III,-0.155406125312515,7.05479843958673,-0.32327420161616,0.746626778151092,0.904464743128401,-6.8161625937666,9.04e-01,7.47e-01
PWY-6606: guanosine nucleotides degradation II,-0.156580947439007,5.68360166782763,-0.319126963507568,0.749767491702695,0.906117110825532,-6.26041144731872,9.06e-01,7.50e-01
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),-0.119526016165038,6.95024259470402,-0.314364871921287,0.753378972001388,0.906194769104311,-6.85642705344878,9.06e-01,7.53e-01
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),-0.119526375654958,6.95024990058518,-0.314356329772082,0.753385455098486,0.906194769104311,-6.85642949531704,9.06e-01,7.53e-01
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),-0.155345564699969,6.77983178100656,-0.308373380736683,0.757930497013698,0.909516596416438,-6.69427216580246,9.10e-01,7.58e-01
PWY-5005: biotin biosynthesis II,0.391768264441413,3.12522620948149,0.304352732660456,0.760989579245894,0.911043862477479,-5.76139861027423,9.11e-01,7.61e-01
PWY-5973: cis-vaccenate biosynthesis,-0.0856505045446721,8.24984438550754,-0.299853135050851,0.764417514634072,0.913004525675356,-7.57667736656908,9.13e-01,7.64e-01
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),-0.294790145708737,3.82739859906948,-0.293805829892012,0.769031834494827,0.916094314702326,-5.70736663209639,9.16e-01,7.69e-01
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,0.55587047891407,2.41688959936238,0.290368539663245,0.771658289812962,0.916094314702326,-5.63156638109494,9.16e-01,7.72e-01
PWY-5723: Rubisco shunt,0.745342155373522,0.537805474757313,0.289407306286234,0.772393245729412,0.916094314702326,-5.40859248663821,9.16e-01,7.72e-01
ARGININE-SYN4-PWY: L-ornithine biosynthesis II,-0.193715190397234,6.96892264805776,-0.283686972211174,0.776771210592859,0.917865389521765,-6.74026657493165,9.18e-01,7.77e-01
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),0.21576052601172,6.25195040644099,0.282753932000545,0.777485977006672,0.917865389521765,-6.67559788147841,9.18e-01,7.77e-01
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis,-0.124801096398344,6.45469192824098,-0.277685641614845,0.78137188646866,0.920322545263317,-6.62622762352418,9.20e-01,7.81e-01
PWY-5505: L-glutamate and L-glutamine biosynthesis,0.165138350041895,5.89049689016298,0.269213963866753,0.787879403737479,0.922649478071882,-6.40882838977862,9.23e-01,7.88e-01
PWY-6897: thiamine diphosphate salvage II,-0.0656833877803976,7.97575939709888,-0.260290486960342,0.794750061035912,0.922649478071882,-7.32656730408276,9.23e-01,7.95e-01
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),0.672900358795724,1.71877126583103,0.258425553858566,0.796188011119996,0.922649478071882,-5.50470064304752,9.23e-01,7.96e-01
PWY-6527: stachyose degradation,0.0913603420183478,7.79360454965593,0.257140797869326,0.797179022001219,0.922649478071882,-7.32236156396518,9.23e-01,7.97e-01
METHGLYUT-PWY: superpathway of methylglyoxal degradation,0.24377599758143,3.34398866868677,0.2566756327812,0.797537913264086,0.922649478071882,-5.71438874297206,9.23e-01,7.98e-01
PWY-5497: purine nucleobases degradation II (anaerobic),0.269826853131904,4.63567184636401,0.251911677663812,0.801215931212327,0.922649478071882,-6.08150044868826,9.23e-01,8.01e-01
PWY-7234: inosine-5'-phosphate biosynthesis III,0.100257735958867,6.99852439148962,0.243827574491082,0.80746735805229,0.922649478071882,-7.21717068747735,9.23e-01,8.07e-01
AST-PWY: L-arginine degradation II (AST pathway),0.5863000641872,-1.51913990758052,0.238776038224311,0.811380003147583,0.922649478071882,-5.35281205447742,9.23e-01,8.11e-01
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,0.426765301448634,3.06711271612732,0.236116317234766,0.813441985674004,0.922649478071882,-5.71514577432269,9.23e-01,8.13e-01
PWY-5989: stearate biosynthesis II (bacteria and plants),-0.126727240836561,6.66618181550363,-0.235732098453666,0.813739963781466,0.922649478071882,-6.76174708904449,9.23e-01,8.14e-01
PWY-5180: toluene degradation I (aerobic) (via o-cresol),0.720659457562254,-3.84007806222703,0.233509672605323,0.815464079433323,0.922649478071882,-5.46655972398245,9.23e-01,8.15e-01
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol),0.720659457562254,-3.84007806222703,0.233509672605323,0.815464079433323,0.922649478071882,-5.46655972398245,9.23e-01,8.15e-01
PWY-5367: petroselinate biosynthesis,0.536323178485055,0.724864149265564,0.23347198977598,0.815493320808683,0.922649478071882,-5.42707039155112,9.23e-01,8.15e-01
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),-0.129243927802529,6.6640975757943,-0.232086400171178,0.816568698613613,0.922649478071882,-6.76631572921988,9.23e-01,8.17e-01
P163-PWY: L-lysine fermentation to acetate and butanoate,-0.440226268555348,-1.88542166218039,-0.231824271531718,0.816772179799363,0.922649478071882,-5.56876716731459,9.23e-01,8.17e-01
PWY66-422,0.0804268362218472,7.90599074971409,0.230269592497694,0.81797927631563,0.922649478071882,-7.36711504493153,9.23e-01,8.18e-01
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,-0.138102341838018,5.78237466759514,-0.225693907013931,0.821534469666752,0.922649478071882,-6.33882930346866,9.23e-01,8.22e-01
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),-0.0603838308485923,8.62028473957221,-0.223581631604454,0.823176900887059,0.922649478071882,-7.84026936782931,9.23e-01,8.23e-01
