feature,logFC,AveExpr,t,P.Value,adj.P.Val,B,adjP_fmt,P_fmt
"PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)",-0.0452770174614924,-5.05295860993067,-1.00481101661795,0.315488371022961,0.50662471676943,-5.34170312972825,0.507,0.315
PWY-7288: fatty acid &beta;-oxidation VII (yeast peroxisome),-0.0452558460094228,-5.05323499265973,-1.00441349323774,0.315679664747035,0.50662471676943,-5.34206338523299,0.507,0.316
PWY-5022: 4-aminobutanoate degradation V,0.148817366992296,4.36141724202829,1.00396534463178,0.315895411632703,0.50662471676943,-4.87550251119021,0.507,0.316
LYSINE-DEG1-PWY: L-lysine degradation XI (mammalian),-0.0449506441700344,-5.05638796108536,-0.997945198740525,0.318803031822802,0.508378158388617,-5.34793462224568,0.508,0.319
PWY-1622: formaldehyde assimilation I (serine pathway),-0.0449313648918355,-5.05660731705815,-0.997575059804244,0.318982373890897,0.508378158388617,-5.34826980253248,0.508,0.319
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),0.0342707678503786,8.81372116100229,0.985420665014289,0.324908294453146,0.516209439785372,-7.22706788227987,0.516,0.325
TRPSYN-PWY: L-tryptophan biosynthesis,0.0355040385155263,7.87865597539766,0.978651612475535,0.328239530417129,0.519882486064397,-6.22658446187351,0.52,0.328
7ALPHADEHYDROX-PWY,0.276367092336061,-2.74035742879584,0.974649233975924,0.330219627781257,0.521399412286196,-4.78820383590919,0.521,0.33
PWY-5080: very long chain fatty acid biosynthesis I,-0.0429523448514557,-5.05904826632122,-0.963667703740857,0.335692269789105,0.524801812500149,-5.37845918292468,0.525,0.336
PWY-6598: sciadonate biosynthesis,-0.0429523448514557,-5.05904826632122,-0.963667703740857,0.335692269789105,0.524801812500149,-5.37845918292468,0.525,0.336
PWY-7619: juniperonate biosynthesis,-0.0429523448514557,-5.05904826632122,-0.963667703740857,0.335692269789105,0.524801812500149,-5.37845918292468,0.525,0.336
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,0.258932763901216,4.44416586862862,0.962075509149592,0.336490573897154,0.524801812500149,-4.93055809216864,0.525,0.336
"PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis",-0.0427014811471947,-5.06070526152907,-0.959543157239319,0.337762781133967,0.525179934080254,-5.38208123928469,0.525,0.338
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,-0.0327694618666923,7.71489831543319,-0.953946408961376,0.34058546516611,0.527959231716462,-6.11195873933334,0.528,0.341
PWY-5173,0.326389622042376,1.76843227905778,0.95131093155805,0.341919885764755,0.528218743138396,-4.72072576755282,0.528,0.342
P241-PWY: coenzyme B biosynthesis,0.145625932078927,-4.62516984746194,0.949528424512775,0.342824321527077,0.528218743138396,-5.27228585909917,0.528,0.343
PWY-5088: L-glutamate degradation VIII (to propanoate),0.287320199191135,-3.0008368912263,0.944170582358268,0.345552090010302,0.530817969594138,-4.83590498021379,0.531,0.346
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",0.292782254506174,0.969904809912814,0.935987199901398,0.34974509310224,0.535645638084512,-4.70686906612028,0.536,0.35
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,0.349399857224752,0.797308125479673,0.927779995956918,0.353982690620493,0.539214952210453,-4.7074853715483,0.539,0.354
PWY-6612: superpathway of tetrahydrofolate biosynthesis,0.23970471378148,3.6157514721829,0.926570257379929,0.354610051528941,0.539214952210453,-4.83944014786616,0.539,0.355
PWY-6936: seleno-amino acid biosynthesis (plants),-0.0672195516907791,7.40026625601522,-0.92534245867885,0.355247497926886,0.539214952210453,-5.92745523638633,0.539,0.355
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",0.177480049470479,-4.12202400304455,0.905515061389406,0.365641717435288,0.55238021116301,-5.14897875838787,0.552,0.366
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,0.0440145715091967,7.36014866444676,0.904673100907611,0.366087277202152,0.55238021116301,-5.94382965357846,0.552,0.366
PWY3O-355: stearate biosynthesis III (fungi),-0.160848237537694,5.28161594608925,-0.901735861957918,0.367644302879632,0.553093199022455,-5.12558127778621,0.553,0.368
PWY-7124: ethene biosynthesis V (engineered),-0.0394381486351165,-5.07191312499097,-0.899237962197465,0.36897168602696,0.553457529040441,-5.43416777757162,0.553,0.369
PWY-7208: superpathway of pyrimidine nucleobases salvage,-0.0342397567584053,7.32506892595148,-0.896235643638442,0.370571068519262,0.554226524764879,-5.90512816242345,0.554,0.371
PWY-1541: superpathway of taurine degradation,0.151890214475449,-4.31573950652007,0.877515444164632,0.380640744511494,0.567622162868017,-5.23380013614854,0.568,0.381
PWY-5871: ubiquinol-9 biosynthesis (late decarboxylation),-0.039311249126343,-5.03320488489926,-0.870989122129017,0.384190548268652,0.56958482446806,-5.45354621878059,0.57,0.384
PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation),-0.039311249126343,-5.03320488489926,-0.870989122129017,0.384190548268652,0.56958482446806,-5.45354621878059,0.57,0.384
PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation),-0.0389670278315683,-5.03306980516922,-0.861972946809944,0.389127933018646,0.575232596636259,-5.46054567995185,0.575,0.389
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,0.226503474071395,4.11237046919664,0.851956475245805,0.394658282281673,0.580618500167226,-4.94284189971033,0.581,0.395
PWY-6565: superpathway of polyamine biosynthesis III,-0.0648518392744009,-4.94488282602681,-0.8512533591047,0.395048273643191,0.580618500167226,-5.44468285994874,0.581,0.395
PWY-5659: GDP-mannose biosynthesis,-0.0379845551056991,7.10380001100053,-0.847419057205822,0.397179122217527,0.582072851525686,-5.82987866568316,0.582,0.397
LIPASYN-PWY: phospholipases,-0.0695241586826199,-4.94628184304814,-0.835846748568049,0.40365227556697,0.589864356845715,-5.45878881675712,0.59,0.404
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast),-0.15550326576957,-4.28279535719759,-0.818735799527725,0.413338838701614,0.602293736393781,-5.29225599941099,0.602,0.413
PWY-5872: ubiquinol-10 biosynthesis (late decarboxylation),-0.0359516910156625,-5.04449418705904,-0.811049943395069,0.417734389935641,0.606964498197085,-5.50087600627307,0.607,0.418
PWY-5129: sphingolipid biosynthesis (plants),-0.0355920513096469,-5.04363967244026,-0.8025214818379,0.422644017888359,0.612353548645065,-5.50709612580944,0.612,0.423
PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,-0.0352529775484201,-5.04564118245444,-0.796062773653382,0.42638459895855,0.616023074982607,-5.51176693266314,0.616,0.426
PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction),-0.249624639192773,-1.93057150911576,-0.790163320880213,0.429818149361708,0.619229537216019,-4.78930745659136,0.619,0.43
NADSYN-PWY: NAD de novo biosynthesis II (from tryptophan),-0.0348300358798275,-5.04291875120335,-0.785014720271816,0.432827816815897,0.621808976270725,-5.5196610971844,0.622,0.433
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I,0.168674682026033,4.28835169909735,0.781946965965901,0.434626905704039,0.622639668283876,-4.99906204917187,0.623,0.435
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,0.108295198682632,5.71033739618156,0.778604973665251,0.4365917430899,0.623702490128428,-5.33198595496227,0.624,0.437
PWY-7527: L-methionine salvage cycle III,-0.059727150836431,-4.97539079021206,-0.769353650968183,0.442057512768574,0.629746736066962,-5.51290449603722,0.63,0.442
P124-PWY: Bifidobacterium shunt,0.309617832152235,3.65736108186353,0.760752517414368,0.447174200012826,0.633786302409012,-4.95242856288235,0.634,0.447
PWY-7003: glycerol degradation to butanol,0.124026201315445,4.20476470567361,0.759611423509666,0.447855549309932,0.633786302409012,-5.00255057240912,0.634,0.448
PWY-7411: phosphatidate biosynthesis (yeast),-0.0337403398100797,-5.04001990791209,-0.758330183837337,0.448621284646379,0.633786302409012,-5.53829136827858,0.634,0.449
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,0.0558758838756301,7.75057326909387,0.751786185047422,0.452543926642836,0.637561885601785,-6.28641891678613,0.638,0.453
PWY-3502: superpathway of NAD biosynthesis in eukaryotes,-0.0331609233871607,-5.0469082887299,-0.748749532516409,0.454370756362212,0.638372137037819,-5.54481053521609,0.638,0.454
PWY-5751: phenylethanol biosynthesis,-0.0518753445781916,-4.96713468311931,-0.731725595326522,0.464689101628007,0.651075389643637,-5.53992568296879,0.651,0.465
PWY-7118: chitin deacetylation,0.157714899537958,-3.92587114707229,0.727773283984027,0.467103197076184,0.65189539603465,-5.20682051040371,0.652,0.467
FUCCAT-PWY: fucose degradation,0.0613559496068304,5.58146428148362,0.725405463480953,0.468552811341296,0.65189539603465,-5.33077123052843,0.652,0.469
CRNFORCAT-PWY: creatinine degradation I,0.168738762220738,-3.89134835119906,0.724497992234221,0.469109039891601,0.65189539603465,-5.19062772155173,0.652,0.469
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),-0.0374283361181972,8.12436122973654,-0.719887009494908,0.471940964207415,0.654048618874406,-6.63550221889277,0.654,0.472
PWY-5994: palmitate biosynthesis (type I fatty acid synthase),0.227862742006747,-2.99245546622598,0.714103748957176,0.475506186287963,0.657203672105315,-4.9493730777826,0.657,0.476
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,-0.0160243411804547,8.98151834525716,-0.704769448579321,0.481291658101579,0.661613869627508,-7.63617370878016,0.662,0.481
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,-0.0160243411804547,8.98151834525716,-0.704769448579321,0.481291658101579,0.661613869627508,-7.63617370878016,0.662,0.481
PWY0-1261: anhydromuropeptides recycling I,0.064906596391589,7.4126617985262,0.696443710354449,0.486484275688756,0.666954248928134,-6.09821537854304,0.667,0.486
DENITRIFICATION-PWY: nitrate reduction I (denitrification),-0.0719966493488212,-4.860103444138,-0.694340380304013,0.487800876132527,0.666966345382276,-5.53478756163608,0.667,0.488
P261-PWY: coenzyme M biosynthesis I,-0.0532470155401964,-4.98097118616989,-0.690366907521876,0.490293365362383,0.668581861857795,-5.56863957441999,0.669,0.49
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),0.299471033823287,-0.0575349908785035,0.682691278821074,0.49512754144918,0.672504985001139,-4.77975182959996,0.673,0.495
PWY-6876: isopropanol biosynthesis (engineered),0.217458373104418,0.0404456811900907,0.681614731377346,0.495807596785154,0.672504985001139,-4.77586806046384,0.673,0.496
AEROBACTINSYN-PWY: aerobactin biosynthesis,0.103130818015897,-4.63250177301174,0.674558696025779,0.500277249194597,0.676767631536457,-5.46984420457344,0.677,0.5
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I,-0.0530722446896929,-4.95463833176893,-0.66066732903376,0.509139020991106,0.685586678360205,-5.57891049519727,0.686,0.509
PWY-5177: glutaryl-CoA degradation,-0.0309183956889536,-5.0512123429216,-0.658108303865096,0.510780460396374,0.685586678360205,-5.60116921754569,0.686,0.511
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,0.164121170516444,3.39686881488084,0.658032244390252,0.510829289758584,0.685586678360205,-4.95203471782009,0.686,0.511
PWY-7283: wybutosine biosynthesis,-0.0288500977838133,-5.06070526152907,-0.645396398545326,0.518975211821794,0.692255135282999,-5.61053696150906,0.692,0.519
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0.212574417746716,2.38140445743245,0.644422027854723,0.519606140271284,0.692255135282999,-4.88087617614418,0.692,0.52
"PWY-7456: &beta;-(1,4)-mannan degradation",-0.057897943666999,6.35976232048369,-0.644014668366746,0.519870032967429,0.692255135282999,-5.63213714994152,0.692,0.52
PWY-3941: &beta;-alanine biosynthesis II,-0.028706703107522,-5.06022349141023,-0.641833586938567,0.521284144080566,0.692330503857002,-5.61257050918227,0.692,0.521
PWY-6969: TCA cycle V (2-oxoglutarate synthase),0.120615799644706,5.56098037428106,0.638800399111569,0.523254017299405,0.693141685253758,-5.38189551649853,0.693,0.523
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis,-0.0460749680864649,-4.97937844863755,-0.627278066546781,0.530771853247804,0.699019254501851,-5.60628778206949,0.699,0.531
PWY-4221: superpathway of coenzyme A biosynthesis II (plants),-0.0280090224787026,-5.05784206833116,-0.624777409105269,0.532410658525321,0.699019254501851,-5.62214189785174,0.699,0.532
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,0.091913034844108,4.89763892535203,0.623829856513477,0.533032307505118,0.699019254501851,-5.20357744888647,0.699,0.533
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli),0.233271525395567,-2.23372081004023,0.622747600204029,0.533742780081882,0.699019254501851,-4.88706915740325,0.699,0.534
PWY-6583: pyruvate fermentation to butanol I,-0.0299088586674189,-5.04816398691517,-0.621284581142486,0.534703975606828,0.699019254501851,-5.62203004457245,0.699,0.535
PWY-7316: dTDP-N-acetylviosamine biosynthesis,-0.222199601258637,-1.08613493253385,-0.619443557066194,0.535914761784752,0.699019254501851,-4.82072195815478,0.699,0.536
PWY-5532: nucleoside and nucleotide degradation (archaea),-0.0574704684775578,-4.9170096089144,-0.610659739497862,0.541710615649802,0.703664058795831,-5.5992785967783,0.704,0.542
PWY-6883: pyruvate fermentation to butanol II (engineered),-0.029561769073026,-5.0474025568195,-0.609866978668777,0.542235245307376,0.703664058795831,-5.62827549464854,0.704,0.542
PWY-7224: purine deoxyribonucleosides salvage,-0.031652719065316,-5.04802672504978,-0.603723374070576,0.546309528854223,0.706063470576681,-5.63080242842794,0.706,0.546
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),0.021736278558521,8.82112200279898,0.60290548145978,0.546853080152528,0.706063470576681,-7.53819587682585,0.706,0.547
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,-0.018811453974516,7.91191629892416,-0.595688217847885,0.551661105733435,0.710472636171848,-6.5425614969191,0.71,0.552
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",0.0912433519216232,7.41152378474318,0.590777150402764,0.554944649778973,0.712901187373492,-6.215972745554,0.713,0.555
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation,-0.028933865439591,-5.04569264327335,-0.587829137034729,0.55692028596274,0.713641572464817,-5.63995672697351,0.714,0.557
PWY-7221: guanosine ribonucleotides de novo biosynthesis,0.0131580015339718,9.10708067166225,0.583331089612013,0.559941298481813,0.71372859457484,-7.83424649462966,0.714,0.56
PWY-5181: toluene degradation III (aerobic) (via p-cresol),0.141001457094013,-3.64198641963029,0.581238022668082,0.561349771994448,0.71372859457484,-5.21667207023475,0.714,0.561
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),-0.0371498427746279,6.95024990058518,-0.578636939824061,0.563102493307148,0.71372859457484,-5.92755482689817,0.714,0.563
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),-0.037143852370583,6.95024259470402,-0.578558693244163,0.56315526021097,0.71372859457484,-5.92759419932199,0.714,0.563
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway),0.137879534429399,-3.82197431615117,0.57732796600888,0.563985536497374,0.71372859457484,-5.25487255911848,0.714,0.564
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway,-0.0406873198965642,6.66362392601467,-0.571575947710676,0.567873799023935,0.716870389856947,-5.79786518205607,0.717,0.568
PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation,-0.028386233946805,-5.04394134495601,-0.567574463141045,0.570586299631794,0.718516081017815,-5.65027445339625,0.719,0.571
P108-PWY: pyruvate fermentation to propanoate I,0.0790732206253827,4.84414989984681,0.561063495106248,0.575013100029324,0.722307096095948,-5.21564563183794,0.722,0.575
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,0.17943821277462,3.11032589756879,0.553198631627756,0.580382035526256,0.72726004451693,-4.96554130482382,0.727,0.58
P165-PWY: superpathway of purines degradation in plants,-0.0380081556971066,-4.98731687522899,-0.546455255566337,0.5850040658925,0.728653352222698,-5.65000686131051,0.729,0.585
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast,0.179888264236394,-1.92336486415859,0.545219573180271,0.585852881551762,0.728653352222698,-4.8628684827347,0.729,0.586
PWY-6145: superpathway of CMP-sialic acids biosynthesis,0.147868900789369,-3.25651428033169,0.544127752697519,0.586603352258921,0.728653352222698,-5.08365164982545,0.729,0.587
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,0.0322796547576368,7.1146560693152,0.543247278415256,0.587208877967704,0.728653352222698,-6.08123456852183,0.729,0.587
PWY-5941: glycogen degradation II,-0.0333809566726586,-5.04303107273383,-0.537715494459175,0.591019857689519,0.730596606798361,-5.66583846200761,0.731,0.591
PWY-6859: all-trans-farnesol biosynthesis,-0.0623608157468348,5.22780437028203,-0.534883291700547,0.59297543648825,0.730596606798361,-5.32326133993714,0.731,0.593
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,0.171417311886622,3.06711271612732,0.53474277239037,0.593072539636317,0.730596606798361,-4.9674333893458,0.731,0.593
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",-0.0240106330104602,7.11126467279236,-0.528803796432625,0.597183217766094,0.733887809784838,-6.04555350789421,0.734,0.597
URSIN-PWY: ureide biosynthesis,0.111459495872651,-3.97757598592722,0.516192069790866,0.605955273903208,0.741062797666748,-5.33612530512383,0.741,0.606
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent),0.0696009860790187,4.0843274861555,0.514219457603541,0.607332534916987,0.741062797666748,-5.09162925460286,0.741,0.607
PWY-6863: pyruvate fermentation to hexanol (engineered),-0.0864474067407995,4.60244548465188,-0.514150248986464,0.607380881224903,0.741062797666748,-5.18149287452602,0.741,0.607
PWY-5534: propene degradation,-0.0312385613589255,-5.02180443402943,-0.507499765194554,0.612034649490566,0.744958642578016,-5.67445323413973,0.745,0.612
PWY-4041: &gamma;-glutamyl cycle,0.0509345525938905,6.34484885891601,0.503886047725744,0.61457001561865,0.746263590394075,-5.72043337053975,0.746,0.615
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,0.0116782161716087,8.32807990237852,0.500138787476364,0.61720396202485,0.747681759222502,-7.04061006436793,0.748,0.617
PWY-5055: nicotinate degradation III,-0.0421756293129246,-4.93315295250826,-0.495994295979361,0.620122884185889,0.749437608850245,-5.66176379532845,0.749,0.62
PWY-5030: L-histidine degradation III,0.0361555216690655,7.05479843958673,0.493006229720927,0.622231082393868,0.750207687992606,-6.03107286728934,0.75,0.622
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,-0.0436921333827659,6.8740327361724,-0.486209254406251,0.627038186643553,0.754220460349556,-5.96130108178878,0.754,0.627
PWY66-367: ketogenesis,0.15084196046846,-1.52749123629691,0.482959327166535,0.629342313151353,0.755210775781623,-4.8644928856704,0.755,0.629
PWY-6148: tetrahydromethanopterin biosynthesis,-0.022539703473116,-5.06097934538971,-0.480811133540786,0.630867326072358,0.755263700227471,-5.69465291022195,0.755,0.631
PWY0-1479: tRNA processing,0.0851696562573337,5.03944290468511,0.465674029989737,0.641657665125413,0.766082070958443,-5.309174916799,0.766,0.642
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,0.0479739304694011,6.0101467556076,0.463926840253646,0.642908090921987,0.766082070958443,-5.61173404618415,0.766,0.643
PWY-6572: chondroitin sulfate degradation I (bacterial),0.160223276415158,1.32707162871433,0.460229087411123,0.645557837978228,0.767446380813278,-4.87101632134232,0.767,0.646
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II,-0.0334578147521482,-4.9148165807087,-0.447806051630281,0.654492914898,0.776074875732432,-5.67777310600269,0.776,0.654
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",0.174128015941441,-1.32784276193207,0.441804916408394,0.658827091541479,0.776074875732432,-4.85334189648117,0.776,0.659
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation,0.174128015941441,-1.32784276193207,0.441804916408394,0.658827091541479,0.776074875732432,-4.85334189648117,0.776,0.659
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate),-0.0210578781423768,-5.05928082997285,-0.441700250461087,0.658902786651261,0.776074875732432,-5.71023462083486,0.776,0.659
PWY-5415: catechol degradation I (meta-cleavage pathway),0.101600109747042,-3.63943582816378,0.437795641804389,0.661729124406786,0.77640810019208,-5.24197928697033,0.776,0.662
"PWY-7039: phosphatidate metabolism, as a signaling molecule",0.0634298798755861,-4.53425627158683,0.437103771700813,0.662230438399127,0.77640810019208,-5.56076522511609,0.776,0.662
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,-0.0154724949238888,7.49105882353038,-0.426208938107945,0.670144497554502,0.783884618699073,-6.34055878102597,0.784,0.67
TYRFUMCAT-PWY: L-tyrosine degradation I,0.0332285488892022,-4.97031268837251,0.418305707190128,0.675908576643206,0.788817789675138,-5.69445224885696,0.789,0.676
PWY-622: starch biosynthesis,-0.20578116846456,1.91108733101935,-0.41598948917796,0.677601504671716,0.788988053384875,-4.92927083801274,0.789,0.678
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis,-0.0276398674783044,-5.01383559308395,-0.410012608534879,0.681977551261798,0.791659367192084,-5.71086768168473,0.792,0.682
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),0.0165454501417214,8.39565459408038,0.408617925096287,0.683000238361798,0.791659367192084,-7.11730128721891,0.792,0.683
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),-0.0345759672465159,6.90622988859847,-0.401498333528829,0.688229924157929,0.795912157189442,-6.01099719486787,0.796,0.688
ORNDEG-PWY: superpathway of ornithine degradation,0.174644666507091,-0.85710522070329,0.39527041320981,0.69281693841671,0.797486870726746,-4.84739203397148,0.797,0.693
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,0.0396626200594167,5.78237466759514,0.394733787940071,0.69321270804546,0.797486870726746,-5.54001532539595,0.797,0.693
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,0.0100975148197629,8.10784436312412,0.393283568894383,0.694282687456226,0.797486870726746,-6.83209486763916,0.797,0.694
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative),0.0495432698807926,-4.74806681467872,0.387622031542722,0.698465635883582,0.79945575691815,-5.65388112706821,0.799,0.698
PWY-5156: superpathway of fatty acid biosynthesis II (plant),-0.0609835342454248,-4.65272439313344,-0.386721412770064,0.699131897226461,0.79945575691815,-5.6322123800641,0.799,0.699
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I,0.0784308167599657,5.90724348098508,0.380349250754572,0.703852521741401,0.803053212725088,-5.58574929599092,0.803,0.704
P101-PWY: ectoine biosynthesis,-0.0207839164287426,-5.04920951777501,-0.372483681261206,0.709695298876051,0.805976589305244,-5.73431832731804,0.806,0.71
COLANSYN-PWY: colanic acid building blocks biosynthesis,-0.0166173053191234,6.93038184798045,-0.370213635993359,0.711384762677103,0.805976589305244,-6.01671724387371,0.806,0.711
PWY-7196: superpathway of pyrimidine ribonucleosides salvage,0.155763308798052,-0.903628896765116,0.369038160233264,0.712260161171692,0.805976589305244,-4.84799415010871,0.806,0.712
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway),0.102597813380912,-3.01510173710076,0.368399208054951,0.712736160346402,0.805976589305244,-5.11863735033277,0.806,0.713
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis,0.101551542120318,-2.94983155757816,0.354522928213076,0.723100954106059,0.815888244677191,-5.10213220621827,0.816,0.723
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,-0.0342150492229245,-4.84519592111378,-0.349194782179817,0.727094478374695,0.81858318757416,-5.69648017368192,0.819,0.727
PPGPPMET-PWY: ppGpp metabolism,-0.0675495428557473,3.83048240308842,-0.342328483697962,0.732251843774241,0.821147212675923,-5.09998781419512,0.821,0.732
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",0.127796330238005,-0.0708817841450874,0.34187602444985,0.732592121112833,0.821147212675923,-4.84802593885501,0.821,0.733
PWY-7268: cytosolic NADPH production (yeast),-0.0721105491156854,-4.08171534871907,-0.331164062419217,0.740663446231944,0.828373591180464,-5.47336015431439,0.828,0.741
PWY-6531: mannitol cycle,-0.071004044875431,3.18563482238917,-0.315192662814606,0.752750799715247,0.840050126596884,-5.02834778734226,0.84,0.753
PWY-6151: S-adenosyl-L-methionine salvage I,-0.00775654782070272,8.71541886875574,-0.306099472585573,0.759660120616295,0.845909741297622,-7.57457977540824,0.846,0.76
PWY-1501: mandelate degradation I,0.0277140975029128,-4.82359288119617,0.293516165077803,0.769253067132041,0.854725630146713,-5.69537766297777,0.855,0.769
PWY-6143: CMP-pseudaminate biosynthesis,-0.105559270783063,-0.293524376960906,-0.286912699365981,0.774301568283244,0.857264216086763,-4.85690092833608,0.857,0.774
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,0.0915080192060575,3.42727316330517,0.285648324166289,0.775269312518796,0.857264216086763,-5.06930315111851,0.857,0.775
CITRULBIO-PWY: L-citrulline biosynthesis,0.0216092630479655,7.05839558455909,0.281379147870897,0.778539490691425,0.857264216086763,-6.1261822129352,0.857,0.779
PWY-5430: meta cleavage pathway of aromatic compounds,0.0150296669493362,-5.0579427371319,0.281294565572437,0.778604320482952,0.857264216086763,-5.76210496244012,0.857,0.779
METH-ACETATE-PWY: methanogenesis from acetate,0.0595989789303012,6.26238060759403,0.279549316714798,0.779942345616192,0.857264216086763,-5.74135470806304,0.857,0.78
ARGININE-SYN4-PWY: L-ornithine biosynthesis II,-0.0267432668230827,6.96892264805776,-0.265928025991592,0.79040752696747,0.866652690274381,-6.06253429818479,0.867,0.79
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis,-0.0241814770442853,6.79511319065994,-0.264012054091345,0.791882654250709,0.866652690274381,-6.00337689858542,0.867,0.792
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation,0.0476348834172177,-4.18245324215818,0.260661922096721,0.794463750631912,0.867615659148341,-5.49910841708695,0.868,0.794
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis,-0.0187019235010901,6.45469192824098,-0.246782129643651,0.805181150966298,0.877440997847889,-5.83135728881378,0.877,0.805
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,-0.0106374843908773,6.71221852358515,-0.244266503180271,0.807127614287979,0.877686744748122,-5.95178820388471,0.878,0.807
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,-0.0573948877516599,-3.41886039954872,-0.236363008531747,0.813250680290707,0.881012619873095,-5.26772405426705,0.881,0.813
PWY-6305: superpathway of putrescine biosynthesis,-0.0184397043504448,6.93118936257501,-0.235859614553613,0.813641066588682,0.881012619873095,-6.03490345583568,0.881,0.814
PWY-5104: L-isoleucine biosynthesis IV,-0.0179718761807826,6.63424409656202,-0.232314650903913,0.816391525749376,0.881499220496126,-5.91202562555895,0.881,0.816
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,0.0136466746436343,7.37086301125835,0.23082587084933,0.817547316264054,0.881499220496126,-6.29350672842304,0.881,0.818
PWY-5676: acetyl-CoA fermentation to butanoate II,0.017531049521439,5.69004352220563,0.219741389433849,0.826164924913255,0.887797534649842,-5.56275063376097,0.888,0.826
